id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
,#country+name,#country+iso3,#geo+lat,#geo+lon,,,#event+displacement_type,#total,#affected+displaced,#date+displacement,#date+displacement+start,#date+displacement+end,#date+year,,#event+name,,,#date+event+start,#date+event+end,,,#event+type,#event+subtype,,,,,,,,,#date+created,#description,#meta+url,#cause
156328,Yemen,YEM,14.34,43.794701,"[14.34, 43.794701]",Recommended figure,Disaster,total,14,2024-06-30,2024-06-01,2024-06-30,2024,25632,Yemen: Flood - Dhamar - 01/06/2024,,,2024-06-01,2024-06-30,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Wusab al Ali, Dhamar Governorate, Yemen; Wusab al Ali, Dhamar Governorate, Yemen","14.34, 43.794701; 14.34, 43.794701",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-07-26T10:56:41.344085Z,"Yemen: 14 displacements, 01 June - 30 June. According to UN Populations Fund (UNFPA), a total of 2 households were displaced from Wusab al Ali to Wusab al Ali due to flood between 01 June and 30 June.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
156329,Yemen,YEM,14.26245,43.6325,"[14.26245, 43.6325]",Recommended figure,Disaster,total,126,2024-06-30,2024-06-01,2024-06-30,2024,25632,Yemen: Flood - Dhamar - 01/06/2024,,,2024-06-01,2024-06-30,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Wusab as Safil, Dhamar Governorate, Yemen; Wusab as Safil, Dhamar Governorate, Yemen","14.26245, 43.6325; 14.26245, 43.6325",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-07-26T10:56:41.421042Z,"Yemen: 126 displacements, 01 June - 30 June. According to UN Populations Fund (UNFPA), a total of 18 households were displaced from Wusab as Safil to Wusab as Safil due to flood between 01 June and 30 June.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
156330,Yemen,YEM,15.10444,50.411461,"[15.10444, 50.411461]",Recommended figure,Disaster,total,357,2024-06-30,2024-06-01,2024-06-30,2024,25633,Yemen: Flood - Hadramawt - 01/06/2024,,,2024-06-01,2024-06-30,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Ar Ribah Wa Qusaiyir District, Hadramaut Governorate, Yemen; Ar Ribah Wa Qusaiyir District, Hadramaut Governorate, Yemen","15.10444, 50.411461; 15.10444, 50.411461",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-07-26T10:56:41.515016Z,"Yemen: 357 displacements, 01 June - 30 June. According to UN Populations Fund (UNFPA), a total of 51 households were displaced from Ar Ribah Wa Qusaiyir District to Ar Ribah Wa Qusaiyir District due to flood between 01 June and 30 June.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
156331,Yemen,YEM,15.69425,43.60582,"[15.69425, 43.60582]",Recommended figure,Disaster,total,7,2024-06-30,2024-06-01,2024-06-30,2024,25634,Yemen: Flood - Hajjah - 01/06/2024,,,2024-06-01,2024-06-30,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Hajja, Hajjah Governorate, Yemen; Hajja, Hajjah Governorate, Yemen","15.69425, 43.60582; 15.69425, 43.60582",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-07-26T10:56:41.617263Z,"Yemen: 7 displacements, 01 June - 30 June. According to UN Populations Fund (UNFPA), one household was displaced from Hajja to Hajja due to flood between 01 June and 30 June.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
156332,Yemen,YEM,15.907445,42.9705235,"[15.907445, 42.9705235]",Recommended figure,Disaster,total,35,2024-06-30,2024-06-01,2024-06-30,2024,25634,Yemen: Flood - Hajjah - 01/06/2024,,,2024-06-01,2024-06-30,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Ez Zaidiyyah, Al Hudaydah Governorate, Yemen; Harad, Hajjah Governorate, Yemen","15.4, 42.833328; 16.41489, 43.107719",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2024-07-26T10:56:41.672777Z,"Yemen: 35 displacements, 01 June - 30 June. According to UN Populations Fund (UNFPA), a total of 5 households were displaced from Harad to Ez Zaidiyyah due to flood between 01 June and 30 June.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
156333,Yemen,YEM,16.208920499999998,43.152479,"[16.208920499999998, 43.152479]",Recommended figure,Disaster,total,49,2024-06-30,2024-06-01,2024-06-30,2024,25634,Yemen: Flood - Hajjah - 01/06/2024,,,2024-06-01,2024-06-30,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Abs, Hajjah Governorate, Yemen; Harad, Hajjah Governorate, Yemen","16.002951, 43.197239; 16.41489, 43.107719",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2024-07-26T10:56:41.725900Z,"Yemen: 49 displacements, 01 June - 30 June. According to UN Populations Fund (UNFPA), a total of 7 households were displaced from Harad to Abs due to flood between 01 June and 30 June.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
156334,Yemen,YEM,16.151474999999998,43.1402835,"[16.151474999999998, 43.1402835]",Recommended figure,Disaster,total,56,2024-06-30,2024-06-01,2024-06-30,2024,25634,Yemen: Flood - Hajjah - 01/06/2024,,,2024-06-01,2024-06-30,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Abs, Hajjah Governorate, Yemen; Hayran, Hajjah Governorate, Yemen","16.002951, 43.197239; 16.299999, 43.083328",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2024-07-26T10:56:41.791422Z,"Yemen: 56 displacements, 01 June - 30 June. According to UN Populations Fund (UNFPA), a total of 8 households were displaced from Hayran to Abs due to flood between 01 June and 30 June.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
156335,Yemen,YEM,16.11244,43.364719,"[16.11244, 43.364719]",Recommended figure,Disaster,total,707,2024-06-30,2024-06-01,2024-06-30,2024,25634,Yemen: Flood - Hajjah - 01/06/2024,,,2024-06-01,2024-06-30,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Khayran al Muharraq, Hajjah Governorate, Yemen; Khayran al Muharraq, Hajjah Governorate, Yemen","16.11244, 43.364719; 16.11244, 43.364719",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-07-26T10:56:41.847821Z,"Yemen: 707 displacements, 01 June - 30 June. According to UN Populations Fund (UNFPA), a total of 101 households were displaced from Khayran al Muharraq to Khayran al Muharraq due to flood between 01 June and 30 June.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
156336,Yemen,YEM,15.77403,43.688969,"[15.77403, 43.688969]",Recommended figure,Disaster,total,7,2024-06-30,2024-06-01,2024-06-30,2024,25634,Yemen: Flood - Hajjah - 01/06/2024,,,2024-06-01,2024-06-30,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Kuhlan Affar, Hajjah Governorate, Yemen; Kuhlan Affar, Hajjah Governorate, Yemen","15.77403, 43.688969; 15.77403, 43.688969",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-07-26T10:56:41.904685Z,"Yemen: 7 displacements, 01 June - 30 June. According to UN Populations Fund (UNFPA), one household was displaced from Kuhlan Affar to Kuhlan Affar due to flood between 01 June and 30 June.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
156337,Yemen,YEM,13.92485,44.36108,"[13.92485, 44.36108]",Recommended figure,Disaster,total,406,2024-06-30,2024-06-01,2024-06-30,2024,25635,Yemen: Flood - Ibb - 01/06/2024,,,2024-06-01,2024-06-30,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Adh Dhira, Ibb Governorate, Yemen; Adh Dhira, Ibb Governorate, Yemen","13.92485, 44.36108; 13.92485, 44.36108",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-07-26T10:56:41.954092Z,"Yemen: 406 displacements, 01 June - 30 June. According to UN Populations Fund (UNFPA), a total of 58 households were displaced from Adh Dhira to Adh Dhira due to flood between 01 June and 30 June.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
156338,Yemen,YEM,13.09291,44.715225000000004,"[13.09291, 44.715225000000004]",Recommended figure,Disaster,total,7,2024-06-30,2024-06-01,2024-06-30,2024,25636,Yemen: Flood - Lahj - 01/06/2024,,,2024-06-01,2024-06-30,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Al Madaribah wa Al Arah, Lahij Governorate, Yemen; Khanfar District, Abyan Governorate, Yemen","12.84063, 43.99057; 13.34519, 45.43988",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-07-26T10:56:42.031858Z,"Yemen: 7 displacements, 01 June - 30 June. According to UN Populations Fund (UNFPA), one household was displaced from Al Madaribah wa Al Arah to Khanfar District due to flood between 01 June and 30 June.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
156339,Yemen,YEM,13.223505,44.7901495,"[13.223505, 44.7901495]",Recommended figure,Disaster,total,7,2024-06-30,2024-06-01,2024-06-30,2024,25636,Yemen: Flood - Lahj - 01/06/2024,,,2024-06-01,2024-06-30,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Al Maqatirah, Lahij Governorate, Yemen; Khanfar District, Abyan Governorate, Yemen","13.10182, 44.140419; 13.34519, 45.43988",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-07-26T10:56:42.086925Z,"Yemen: 7 displacements, 01 June - 30 June. According to UN Populations Fund (UNFPA), one household was displaced from Al Maqatirah to Khanfar District due to flood between 01 June and 30 June.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
156340,Yemen,YEM,13.01751,44.824581,"[13.01751, 44.824581]",Recommended figure,Disaster,total,7,2024-06-30,2024-06-01,2024-06-30,2024,25636,Yemen: Flood - Lahj - 01/06/2024,,,2024-06-01,2024-06-30,Weather related,Hydrological,Flood,Flood,,UN Populations Fund (UNFPA),https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,"Tuban, Lahij Governorate, Yemen; Tuban, Lahij Governorate, Yemen","13.01751, 44.824581; 13.01751, 44.824581",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-07-26T10:56:42.137723Z,"Yemen: 7 displacements, 01 June - 30 June. According to UN Populations Fund (UNFPA), one household was displaced from Tuban to Tuban due to flood between 01 June and 30 June.",https://app.powerbi.com/view?r=eyJrIjoiYzZkNjBkZmMtYmU0ZS00M2Q5LWFjZTUtYmFiMWFiMjQ3YzgwIiwidCI6ImY2ZjcwZjFiLTJhMmQtNGYzMC04NTJhLTY0YjhjZTBjMTlkNyIsImMiOjF9,Flood
152699,Yemen,YEM,14.75953,45.371746,"[14.75953, 45.371746]",Recommended figure,Conflict,total,6,2024-06-01,2024-06-01,2024-06-01,2024,24910,Yemen: Non-International armed conflict (NIAC) - Al Bayda - 01/06/2024,,,2024-06-01,2024-06-30,,,,,,IOM DTM Yemen,https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,"Dhi Naim, Al Bayda' Governorate, Yemen; Madinat Marib, Marib Governorate, Yemen","14.10339, 45.440071; 15.41567, 45.303421",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-06-27T13:58:43.757951Z,"Yemen: 6 displacements, 01 June - 01 June. According to IOM DTM Yemen, one household was displaced from Dhi Naim to Madinat Marib due to conflict reasons between 01 June and 01 June.",https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,Conflict
152692,Yemen,YEM,14.741824999999999,44.6626395,"[14.741824999999999, 44.6626395]",Recommended figure,Conflict,total,6,2024-05-31,2024-05-26,2024-05-31,2024,24211,Yemen: Non-International armed conflict (NIAC) - Ibb - 01/05/2024,,,2024-05-01,2024-05-31,,,,,,IOM DTM Yemen,https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,"Hazm al Udayn, Ibb Governorate, Yemen; Marib, Marib Governorate, Yemen","14.02577, 44.002258; 15.45788, 45.323021",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-06-27T13:58:43.354007Z,"Yemen: 6 displacements, 26 May - 31 May. According to IOM DTM Yemen, one household was displaced from Hazm al Udayn to Marib due to conflict reasons between 26 May and 31 May.",https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,Conflict
152693,Yemen,YEM,15.27246,45.2951165,"[15.27246, 45.2951165]",Recommended figure,Conflict,total,12,2024-05-31,2024-05-26,2024-05-31,2024,24212,Yemen: Non-International armed conflict (NIAC) - Marib - 01/05/2024,,,2024-05-01,2024-05-31,,,,,,IOM DTM Yemen,https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,"Al Jubah, Marib Governorate, Yemen; Madinat Marib, Marib Governorate, Yemen","15.12925, 45.286812; 15.41567, 45.303421",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-06-27T13:58:43.404496Z,"Yemen: 12 displacements, 26 May - 31 May. According to IOM DTM Yemen, a total of 2 households were displaced from Al Jubah to Madinat Marib due to conflict reasons between 26 May and 31 May.",https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,Conflict
152694,Yemen,YEM,15.550775,45.1634255,"[15.550775, 45.1634255]",Recommended figure,Conflict,total,6,2024-05-31,2024-05-26,2024-05-31,2024,24212,Yemen: Non-International armed conflict (NIAC) - Marib - 01/05/2024,,,2024-05-01,2024-05-31,,,,,,IOM DTM Yemen,https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,"Madghal, Marib Governorate, Yemen; Marib, Marib Governorate, Yemen","15.64367, 45.00383; 15.45788, 45.323021",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-06-27T13:58:43.457293Z,"Yemen: 6 displacements, 26 May - 31 May. According to IOM DTM Yemen, one household was displaced from Madghal to Marib due to conflict reasons between 26 May and 31 May.",https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,Conflict
152690,Yemen,YEM,15.7093105,44.250330000000005,"[15.7093105, 44.250330000000005]",Recommended figure,Conflict,total,6,2024-05-31,2024-05-26,2024-05-31,2024,24908,Yemen: Non-International armed conflict (NIAC) - Hajjah - 01/05/2024,,,2024-05-01,2024-05-31,,,,,,IOM DTM Yemen,https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,"Abs, Hajjah Governorate, Yemen; Madinat Marib, Marib Governorate, Yemen","16.002951, 43.197239; 15.41567, 45.303421",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-06-27T13:58:43.246395Z,"Yemen: 6 displacements, 26 May - 31 May. According to IOM DTM Yemen, one household was displaced from Abs to Madinat Marib due to conflict reasons between 26 May and 31 May.",https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,Conflict
152689,Yemen,YEM,13.971074999999999,43.555465999999996,"[13.971074999999999, 43.555465999999996]",Recommended figure,Conflict,total,6,2024-05-31,2024-05-26,2024-05-31,2024,24209,Yemen: Non-International armed conflict (NIAC) - Al Hodeidah - 01/05/2024,,,2024-05-01,2024-05-31,,,,,,IOM DTM Yemen,https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,"Hays, Al Hudaydah Governorate, Yemen; Jabal Ras, Al Hudaydah Governorate, Yemen","13.9317, 43.483101; 14.01045, 43.627831",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2024-06-27T13:58:43.198080Z,"Yemen: 6 displacements, 26 May - 31 May. According to IOM DTM Yemen, one household was displaced from Jabal Ras to Hays due to conflict reasons between 26 May and 31 May.",https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,Conflict
152679,Yemen,YEM,14.60632,45.0008105,"[14.60632, 45.0008105]",Recommended figure,Conflict,total,18,2024-05-31,2024-05-26,2024-05-31,2024,24217,Yemen: Non-International armed conflict (NIAC) - Ad Dali - 01/05/2024,,,2024-05-01,2024-05-31,,,,,,IOM DTM Yemen,https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,"Ad Dala, Ad Dali' Governorate, Yemen; Madinat Marib, Marib Governorate, Yemen","13.79697, 44.6982; 15.41567, 45.303421",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-06-27T13:58:42.425159Z,"Yemen: 18 displacements, 26 May - 31 May. According to IOM DTM Yemen, a total of 3 households were displaced from Ad Dala to Madinat Marib due to conflict reasons between 26 May and 31 May.",https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,Conflict
152680,Yemen,YEM,14.618385,45.0402605,"[14.618385, 45.0402605]",Recommended figure,Conflict,total,6,2024-05-31,2024-05-26,2024-05-31,2024,24217,Yemen: Non-International armed conflict (NIAC) - Ad Dali - 01/05/2024,,,2024-05-01,2024-05-31,,,,,,IOM DTM Yemen,https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,"Al Husayn, Ad Dali' Governorate, Yemen; Marib, Marib Governorate, Yemen","13.77889, 44.7575; 15.45788, 45.323021",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-06-27T13:58:42.506865Z,"Yemen: 6 displacements, 26 May - 31 May. According to IOM DTM Yemen, one household was displaced from Al Husayn to Marib due to conflict reasons between 26 May and 31 May.",https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,Conflict
152681,Yemen,YEM,13.82471,44.700849500000004,"[13.82471, 44.700849500000004]",Recommended figure,Conflict,total,18,2024-05-31,2024-05-26,2024-05-31,2024,24217,Yemen: Non-International armed conflict (NIAC) - Ad Dali - 01/05/2024,,,2024-05-01,2024-05-31,,,,,,IOM DTM Yemen,https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,"Ad Dala, Ad Dali' Governorate, Yemen; Qa'atabah, Ad Dali' Governorate, Yemen","13.79697, 44.6982; 13.85245, 44.703499",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2024-06-27T13:58:42.564644Z,"Yemen: 18 displacements, 26 May - 31 May. According to IOM DTM Yemen, a total of 3 households were displaced from Qa'atabah to Ad Dala due to conflict reasons between 26 May and 31 May.",https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,Conflict
152682,Yemen,YEM,14.725085,45.791651,"[14.725085, 45.791651]",Recommended figure,Conflict,total,24,2024-05-31,2024-05-26,2024-05-31,2024,24218,Yemen: Non-International armed conflict (NIAC) - Al Bayda - 01/05/2024,,,2024-05-01,2024-05-31,,,,,,IOM DTM Yemen,https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,"Bayhan, Shabwah Governorate, Yemen; Nati, Al Bayda' Governorate, Yemen","14.86684, 45.91663; 14.58333, 45.666672",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Destination; Origin,Displacement without preventive evacuations reported,2024-06-27T13:58:42.680304Z,"Yemen: 24 displacements, 26 May - 31 May. According to IOM DTM Yemen, a total of 4 households were displaced from Nati to Bayhan due to conflict reasons between 26 May and 31 May.",https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,Conflict
152695,Yemen,YEM,15.007835,44.5767095,"[15.007835, 44.5767095]",Recommended figure,Conflict,total,6,2024-05-31,2024-05-26,2024-05-31,2024,24909,Yemen: Non-International armed conflict (NIAC) - Raymah - 01/05/2024,,,2024-05-01,2024-05-31,,,,,,IOM DTM Yemen,https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,"As Salafiyah, Raymah Governorate, Yemen; Madinat Marib, Marib Governorate, Yemen","14.6, 43.849998; 15.41567, 45.303421",District/Zone/Department (ADM2); District/Zone/Department (ADM2),Origin; Destination,Displacement without preventive evacuations reported,2024-06-27T13:58:43.510622Z,"Yemen: 6 displacements, 26 May - 31 May. According to IOM DTM Yemen, one household was displaced from As Salafiyah to Madinat Marib due to conflict reasons between 26 May and 31 May.",https://dtm.iom.int/datasets/yemen-rapid-displacement-tracking-dataset-09-15-june-2024,Conflict
